Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2025,TIGR,FRA:TIGR,IE00BHXMHK04,USA,Akcje - SRI,UBS S&P 500 SCORED & SCREENED UCITS ETF USD DIS,UBS,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,10%",543,319,USD,,Co 6M,,,"1,3%","1,1%","1,4%","1,2%",,,,,,
2025,4UBQ,FRA:4UBQ,IE00BHXMHL11,USA,Akcje - SRI,UBS S&P 500 SCORED & SCREENED UCITS ETF USD ACC,UBS,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,10%",1 551,319,USD,,,,,,,,,,,,,,
2025,RS2K,FRA:RS2K,IE00BHXMHQ65,USA,Akcje - SRI,UBS S&P 500 SCORED & SCREENED UCITS ETF HEUR ACC,UBS,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,13%",715,319,EUR,tak,,,,,,,,,,,,,
2025,5ESG,LON:5ESG,IE00BHXMHR72,USA,Akcje - SRI,UBS S&P 500 SCORED & SCREENED UCITS ETF HGBP DIS,UBS,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,13%",28,319,GBP,tak,Co 6M,,,"1,2%","1,1%","1,4%","0,6%","4 081,00",GBX,"2795,76",4087,"99,9%","68,4%"
2024,EEDS,LON:EEDS,IE00BHZPJ890,USA,Akcje - SRI,ISHARES MSCI USA ESG ENHANCED UCITS ETF USD DIST,iShares,Distributing,2019,Irlandia,Fizyczna,nie,tak,tak,"0,07%",10 638,494,USD,,Co 6M,,"1,4%","1,3%","1,2%","1,4%","1,3%","12,01",USD,"8,45","12,06","99,6%","70,1%"
2025,OM3L,FRA:OM3L,IE00BHZPJ890,USA,Akcje - SRI,ISHARES MSCI USA ESG ENHANCED UCITS ETF USD DIST,iShares,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,07%",10 638,494,USD,,Co 6M,,"1,4%","1,3%","1,2%","1,4%","1,3%",,,,,,
2025,JRUD,FRA:JRUD,IE00BJ06C044,USA,Akcje - SRI,JPMORGAN US RESEARCH ENHANCED INDEX EQUITY (ESG) UCITS ETF USD (DIST),J.P. Morgan,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,20%",919,239,USD,,Co 12M,,,"1,1%","0,9%","1,0%","0,6%",,,,,,
2025,ESGS,LON:ESGS,IE00BJQRDM08,USA,Akcje - SRI,INVESCO MSCI USA ESG UNIVERSAL SCREENED UCITS ETF ACC,Invesco,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,09%",2 721,513,USD,,,,,,,,,"7 669,00",GBX,5808,"7856,85","97,6%","73,9%"
2025,SRIU,LON:SRIU,IE00BJXT3B87,USA,Akcje - SRI,UBS MSCI USA SOCIALLY RESPONSIBLE UCITS ETF USD DIS,UBS,Distributing,2020,Irlandia,Fizyczna,nie,tak,nie,"0,19%",450,188,USD,,Co 6M,,,"1,1%","0,9%","1,2%","0,6%","1 575,05",GBX,"1212,35","1627,8","96,8%","74,5%"
2025,LHTC,FRA:LHTC,IE00BJXT3C94,USA,Akcje - SRI,UBS MSCI USA SOCIALLY RESPONSIBLE UCITS ETF USD ACC,UBS,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,19%",405,188,USD,,,,,,,,,,,,,,
2025,SRUG,LON:SRUG,IE00BJXT3H40,USA,Akcje - SRI,UBS MSCI USA SOCIALLY RESPONSIBLE UCITS ETF HGBP DIS,UBS,Distributing,2020,Irlandia,Fizyczna,nie,tak,nie,"0,22%",142,188,GBP,tak,Co 6M,,,"1,0%","0,9%","1,2%","1,1%","2 238,74",GBX,"1645,8",2266,"98,8%","72,6%"
2020,XRMU,LON:XRMU,IE00BJZ2DC62,USA,Akcje - SRI,XTRACKERS MSCI USA SCREENED UCITS ETF 1C,Xtrackers,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,07%",191,496,USD,,,,,,,,,"60,09",USD,"40,32","60,25","99,7%","66,9%"
2020,XRSM,FRA:XRSM,IE00BJZ2DC62,USA,Akcje - SRI,XTRACKERS MSCI USA SCREENED UCITS ETF 1C,Xtrackers,Accumulating,2015,Irlandia,Fizyczna,tak,tak,nie,"0,07%",191,496,USD,,,,,,,,,,,,,,
2022,SPXE,LON:SPXE,IE00BKS7L097,USA,Akcje - SRI,INVESCO S&P 500 ESG UCITS ETF,Invesco,Accumulating,2020,Irlandia,Synt.,tak,nie,nie,"0,09%",2 897,,USD,,,,,,,,,"96,18",USD,"65,62","96,3","99,9%","68,1%"
2025,SPEP,LON:SPEP,IE00BKS7L097,USA,Akcje - SRI,INVESCO S&P 500 ESG UCITS ETF,Invesco,Accumulating,2020,Irlandia,Synt.,nie,tak,nie,"0,09%",2 897,,USD,,,,,,,,,"7 130,00",GBX,"5087,1",7256,"98,3%","70,1%"
2025,H4ZP,FRA:H4ZP,IE00BKSBGS44,USA,Akcje - SRI,FIDELITY US EQUITY RESEARCH ENHANCED UCITS ETF ACC-USD,Fidelity,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,20%",792,191,USD,,,,,,,,,,,,,,
2025,FUSR,FRA:FUSR,IE00BKSBGS44,USA,Akcje - SRI,FIDELITY US EQUITY RESEARCH ENHANCED UCITS ETF ACC-USD,Fidelity,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,20%",792,191,USD,,,,,,,,,,,,,,
2025,H4ZF,FRA:H4ZF,IE00BKY40J65,USA,Akcje - SRI,HSBC USA SCREENED EQUITY UCITS ETF USD,HSBC,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,12%",647,401,USD,,,,,,,,,,,,,,
2025,S5ED,LON:S5ED,IE00BLSN7N96,USA,Akcje - SRI,UBS S&P 500 ESG ELITE UCITS ETF USD DIS,UBS,Distributing,2025,Irlandia,Fizyczna,nie,tak,nie,"0,15%",408,128,USD,,Co 6M,,,,,,,"3 482,50",GBX,"2630,25",3501,"99,5%","75,1%"
2025,FLX5,FRA:FLX5,IE00BMDPBZ72,USA,Akcje - SRI,FRANKLIN S&P 500 PARIS ALIGNED CLIMATE UCITS ETF,Franklin,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,07%",463,266,USD,,,,,,,,,,,,,,
2025,SUAP,LON:SUAP,IE00BMWPV470,USA,Akcje - SRI,ISHARES MSCI USA SRI UCITS ETF GBP HEDGED (DIST),iShares,Distributing,2021,Irlandia,Fizyczna,nie,tak,nie,"0,23%",19,161,GBP,tak,Co 6M,,,,"1,1%","1,5%","1,3%","6,90",GBP,"5,15","6,93","99,6%","74,3%"
2025,UQAB,FRA:UQAB,IE00BMXC7V63,USA,Akcje - SRI,ISHARES S&P 500 PARIS-ALIGNED CLIMATE UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,07%",594,291,USD,,,,,,,,,,,,,,
2025,AW16,FRA:AW16,IE00BN4Q0602,USA,Akcje - SRI,UBS MSCI USA CLIMATE PARIS ALIGNED UCITS ETF USD ACC,UBS,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,09%",218,182,USD,,,,,,,,,,,,,,
2020,SUAS,LON:SUAS,IE00BYVJRR92,USA,Akcje - SRI,ISHARES MSCI USA SRI UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,20%",2 642,161,USD,,,,,,,,,"18,17",USD,"13,25","18,17","100,0%","72,9%"
2020,QDVR,FRA:QDVR,IE00BYVJRR92,USA,Akcje - SRI,ISHARES MSCI USA SRI UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,tak,nie,tak,"0,20%",2 642,161,USD,,,,,,,,,,,,,,
2025,ECR1,FRA:ECR1,LU0629460089,USA,Akcje - SRI,UBS MSCI USA SOCIALLY RESPONSIBLE UCITS ETF USD DIS,UBS,Distributing,2011,Luksemburg,Fizyczna,nie,tak,nie,"0,22%",959,188,USD,,Co 6M,,,"0,9%","0,7%","0,9%","0,9%",,,,,,
2025,UET1,FRA:UET1,LU1280303014,USA,Akcje - SRI,UBS MSCI USA SOCIALLY RESPONSIBLE UCITS ETF HEUR DIS,UBS,Distributing,2015,Luksemburg,Fizyczna,nie,tak,nie,"0,25%",298,188,EUR,tak,Co 6M,,,"0,8%","0,7%","0,9%","0,7%",,,,,,
2025,ZSRI,FRA:ZSRI,LU1291103338,USA,Akcje - SRI,BNP PARIBAS EASY MSCI USA SRI S-SERIES PAB 5% CAPPED UCITS ETF USD ACC,BNP Paribas,Accumulating,2019,Luksemburg,Fizyczna,nie,tak,nie,"0,25%",102,106,USD,,,,,,,,,,,,,,
2025,UIMS,FRA:UIMS,LU1659681669,USA,Akcje - SRI,BNP PARIBAS EASY MSCI USA SRI S-SERIES PAB 5% CAPPED UCITS ETF EUR DIS,BNP Paribas,Distributing,2017,Luksemburg,Fizyczna,nie,tak,nie,"0,25%",103,106,EUR,,Co 12M,,,"1,3%","1,7%","1,8%","1,7%",,,,,,
2025,CU2G,LON:CU2G,LU1681042948,USA,Akcje - SRI,AMUNDI PEA MSCI USA ESG LEADERS UCITS ETF USD,Amundi,Accumulating,2010,Luksemburg,Fizyczna,nie,tak,nie,"0,35%",129,,USD,,,,,,,,,"62 660,00",GBX,47675,63580,"98,6%","75,0%"
2025,EL41,FRA:EL41,DE000ETFL276,USA,Akcje - średnie spółki,DEKA MSCI USA MC UCITS ETF,Deka ETFs,Distributing,2009,Niemcy,Fizyczna,nie,tak,nie,"0,30%",47,305,USD,,Co 3M,,,"0,5%","1,7%","1,7%","1,4%",,,,,,
2020,SPY4,LON:SPY4,IE00B4YBJ215,USA,Akcje - średnie spółki,SPDR S&P 400 US MID CAP UCITS ,SPDR,Accumulating,2012,Irlandia,Fizyczna,tak,tak,tak,"0,30%",3 719,401,USD,,,,,,,,,"104,75",USD,"76,65","105,47","99,3%","72,7%"
2020,SPY4,FRA:SPY4,IE00B4YBJ215,USA,Akcje - średnie spółki,SPDR S&P 400 US MID CAP UCITS ,SPDR,Accumulating,2012,Irlandia,Fizyczna,nie,tak,nie,"0,30%",3 719,401,USD,,,,,,,,,,,,,,
2020,NDXEX,FRA:EXXT,DE000A0F5UF5,USA,Akcje - technologia,ISHARES NASDAQ100 UCITS ,iShares,Distributing,2006,Niemcy,Fizyczna,tak,tak,tak,"0,30%",4 586,101,USD,,Co 6M,"0,6%","0,3%","0,2%","0,2%","0,5%","0,4%",,,,,,
2025,PANX,EPA:PANX,FR0013412269,USA,Akcje - technologia,AMUNDI PEA US TECH SCREENED UCITS ETF ACC,Amundi,Accumulating,2019,Francja,Synt.,nie,tak,nie,"0,30%",270,,EUR,,,,,,,,,"67,09",EUR,"42,82","69,4","96,7%","61,7%"
2024,NESG,LON:NESG,IE000COQKPO9,USA,Akcje - technologia,INVESCO NASDAQ-100 ESG UCITS ETF,Invesco,Accumulating,2021,Irlandia,Fizyczna,tak,nie,tak,"0,25%",1 736,90,USD,,,,,,,,,"74,12",USD,"46,55","76,29","97,2%","61,0%"
2024,N1ES,FRA:N1ES,IE000COQKPO9,USA,Akcje - technologia,INVESCO NASDAQ-100 ESG UCITS ETF,Invesco,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,25%",1 736,90,USD,,,,,,,,,,,,,,
2025,ANAV,FRA:ANAV,IE000QDFFK00,USA,Akcje - technologia,AXA IM NASDAQ 100 UCITS ETF USD ACC,AXA IM,Accumulating,2022,Irlandia,Fizyczna,tak,tak,nie,"0,14%",1 270,101,USD,,,,,,,,,,,,,,
2020,EQQQ,LON:EQQQ,IE0032077012,USA,Akcje - technologia,INVESCO EQQQ NASDAQ100 UCITS ETF,Invesco,Distributing,2002,Irlandia,Fizyczna,nie,tak,nie,"0,30%",9 120,101,USD,,Co 3M,"0,8%","0,6%","0,4%","0,4%","0,6%","0,5%","46 135,20",GBX,30891,48789,"94,6%","63,3%"
2025,EQQQ,FRA:EQQQ,IE0032077012,USA,Akcje - technologia,INVESCO EQQQ NASDAQ100 UCITS ETF,Invesco,Distributing,2002,Irlandia,Fizyczna,nie,tak,nie,"0,30%",9 120,101,USD,,Co 3M,"0,8%","0,6%","0,4%","0,4%","0,6%","0,5%",,,,,,
2020,EQQQ,EPA:EQQQ,IE0032077012,USA,Akcje - technologia,INVESCO EQQQ NASDAQ100 UCITS ETF,Invesco,Distributing,2002,Irlandia,Fizyczna,nie,nie,tak,"0,30%",9 120,101,USD,,Co 3M,"0,8%","0,6%","0,4%","0,4%","0,6%","0,5%","532,47",EUR,"363,8",555,"95,9%","65,5%"
2022,XLKS,LON:XLKS,IE00B3VSSL01,USA,Akcje - technologia,INVESCO US TECHNOLOGY SECTOR UCITS ETF,Invesco,Accumulating,2009,Irlandia,Synt.,tak,tak,tak,"0,14%",1 370,,USD,,,,,,,,,"866,50",USD,"495,38","921,3","94,1%","53,8%"
2020,IUIT,LON:IUIT,IE00B3WJKG14,USA,Akcje - technologia,ISHARES S&P500 IT SECTOR UCITS ,iShares,Accumulating,2015,Irlandia,Fizyczna,tak,tak,tak,"0,15%",11 714,69,USD,,,,,,,,,"42,11",USD,"24,26","44,78","94,0%","54,2%"
2020,QDVE,FRA:QDVE,IE00B3WJKG14,USA,Akcje - technologia,ISHARES S&P500 IT SECTOR UCITS ,iShares,Accumulating,2015,Irlandia,Fizyczna,tak,tak,nie,"0,15%",11 714,69,USD,,,,,,,,,,,,,,
2020,CNDX,LON:CNDX,IE00B53SZB19,USA,Akcje - technologia,ISHARES NASDAQ 100 USD ,iShares,Accumulating,2010,Irlandia,Fizyczna,tak,tak,nie,"0,30%",17 299,101,USD,,,,,,,,,"1 461,80",USD,"935,4","1527,6","95,7%","61,2%"
2020,SXRV,FRA:SXRV,IE00B53SZB19,USA,Akcje - technologia,ISHARES NASDAQ 100 USD ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,tak,nie,"0,30%",17 299,101,USD,,,,,,,,,,,,,,
2020,CNDX,AMS:CNDX,IE00B53SZB19,USA,Akcje - technologia,ISHARES NASDAQ 100 USD ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,nie,tak,"0,30%",17 299,101,USD,,,,,,,,,"1 248,40",EUR,852,"1301,6","95,9%","65,5%"
2025,CIBR,LON:CIBR,IE00BF16M727,USA,Akcje - technologia,FIRST TRUST NASDAQ CYBERSECURITY UCITS ,First Trust,Accumulating,2020,Irlandia,Fizyczna,nie,nie,tak,"0,60%",664,30,USD,,,,,,,,,"44,36",USD,"33,44","48,74","91,0%","68,6%"
2024,CBRS,FRA:CBRS,IE00BF16M727,USA,Akcje - technologia,FIRST TRUST NASDAQ CYBERSECURITY UCITS ,First Trust,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,60%",1 085,30,USD,,,,,,,,,,,,,,
2025,EQAC,SWX:EQAC,IE00BFZXGZ54,USA,Akcje - technologia,INVESCO EQQQ NASDAQ-100 UCITS ETF ACC,Invesco,Accumulating,2018,Irlandia,Fizyczna,nie,nie,tak,"0,30%",3 211,101,USD,,,,,,,,,,,,,,
2025,EQQB,FRA:EQQB,IE00BFZXGZ54,USA,Akcje - technologia,INVESCO EQQQ NASDAQ-100 UCITS ETF ACC,Invesco,Accumulating,2018,Irlandia,Fizyczna,tak,tak,nie,"0,30%",3 211,101,USD,,,,,,,,,,,,,,
2024,XUTC,LON:XUTC,IE00BGQYRS42,USA,Akcje - technologia,XTRACKERS MSCI USA INFORMATION TECHNOLOGY UCITS ETF,Xtrackers,Distributing,2017,Irlandia,Fizyczna,nie,nie,tak,"0,12%",1 259,84,USD,,Co 12M,"0,9%","0,8%","0,8%","0,8%","0,8%","0,5%","141,41",USD,"81,75","150,45","94,0%","54,3%"
2025,XUTC,FRA:XUTC,IE00BGQYRS42,USA,Akcje - technologia,XTRACKERS MSCI USA INFORMATION TECHNOLOGY UCITS ETF,Xtrackers,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,12%",1 259,84,USD,,Co 12M,"0,9%","0,8%","0,8%","0,8%","0,8%","0,5%",,,,,,
2020,WCLD,LON:WCLD,IE00BJGWQN72,USA,Akcje - technologia,WISDOMTREE CLOUD COMPUTING UCITS ,WisdomTree,Accumulating,2019,Irlandia,Fizyczna,tak,tak,nie,"0,40%",244,68,USD,,,,,,,,,"33,96",USD,"26,36","41,1","82,6%","64,1%"
2020,WTEJ,FRA:WTEJ,IE00BJGWQN72,USA,Akcje - technologia,WISDOMTREE CLOUD COMPUTING UCITS ,WisdomTree,Accumulating,2019,Irlandia,Fizyczna,nie,tak,tak,"0,40%",244,68,USD,,,,,,,,,,,,,,
2025,EQJS,LON:EQJS,IE00BMD8KP97,USA,Akcje - technologia,INVESCO NASDAQ NEXT GENERATION 100 UCITS ETF ACC,Invesco,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,25%",32,109,USD,,,,,,,,,"3 407,45",GBX,"2266,2","3470,25","98,2%","65,3%"
2025,XNAS,LON:XNAS,IE00BMFKG444,USA,Akcje - technologia,XTRACKERS NASDAQ 100 UCITS ETF,Xtrackers,Accumulating,2021,Irlandia,Fizyczna,tak,tak,nie,"0,20%",1 494,101,USD,,,,,,,,,"59,02",USD,"37,74","60,56","97,5%","62,3%"
2023,XNAS,FRA:XNAS,IE00BMFKG444,USA,Akcje - technologia,XTRACKERS NASDAQ 100 UCITS ETF,Xtrackers,Accumulating,2021,Irlandia,Fizyczna,tak,tak,tak,"0,20%",1 494,101,USD,,,,,,,,,,,,,,
2025,EQQS,LON:EQQS,IE00BNRQM384,USA,Akcje - technologia,INVESCO NASDAQ 100 SWAP UCITS ETF ACC,Invesco,Accumulating,2021,Irlandia,Synt.,nie,tak,tak,"0,20%",1 276,,USD,,,,,,,,,"79,79",USD,"51,17","81,79","97,6%","62,6%"
2023,SXLK,LON:SXLK,IE00BWBXM948,USA,Akcje - technologia,SPDR S&P U.S. TECHNOLOGY SELECT SECTOR UCITS ETF USD,State Street,Accumulating,2015,Irlandia,Fizyczna,nie,nie,tak,"0,15%",1 136,68,USD,,,,,,,,,"153,78",USD,"88,36","163,9","93,8%","53,9%"
2021,ZPDT,FRA:ZPDT,IE00BWBXM948,USA,Akcje - technologia,SPDR S&P U.S. TECHNOLOGY SELECT SECTOR UCITS ETF USD,State Street,Accumulating,2015,Irlandia,Fizyczna,tak,tak,nie,"0,15%",1 136,68,USD,,,,,,,,,,,,,,
2020,FTEK,LON:FTEK,IE00BYMS5W68,USA,Akcje - technologia,INVESCO KBW NASDAQ FINTECH UCITS,Invesco,Accumulating,2017,Irlandia,Synt.,tak,tak,nie,"0,49%",59,,USD,,,,,,,,,"59,04",USD,"45,55","64,29","91,8%","70,9%"
2025,KFTK,FRA:KFTK,IE00BYMS5W68,USA,Akcje - technologia,INVESCO KBW NASDAQ FINTECH UCITS,Invesco,Accumulating,2017,Irlandia,Synt.,nie,tak,nie,"0,49%",59,,USD,,,,,,,,,,,,,,
2021,NQSE,FRA:NQSE,IE00BYVQ9F29,USA,Akcje - technologia,ISHARES NASDAQ 100 UCITS ETF EUR HEDGED ACC,iShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,tak,"0,33%",1 573,101,EUR,tak,,,,,,,,,,,,,
2025,EQEU,FRA:EQEU,IE00BYVTMS52,USA,Akcje - technologia,INVESCO NASDAQ-100 UCITS ETF EUR HEDGED,Invesco,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,35%",404,101,EUR,tak,,,,,,,,,,,,,
2025,EQGB,LON:EQGB,IE00BYVTMW98,USA,Akcje - technologia,INVESCO NASDAQ-100 UCITS ETF GBP HEDGED,Invesco,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,35%",443,101,GBP,tak,,,,,,,,"48 558,07",GBX,31052,49980,"97,2%","62,1%"
2025,6AQQ,FRA:6AQQ,LU1681038243,USA,Akcje - technologia,AMUNDI NASDAQ-100 SWAP UCITS ETF EUR ACC,Amundi,Accumulating,2010,Luksemburg,Synt.,nie,tak,nie,"0,23%",1 389,,EUR,,,,,,,,,,,,,,
2025,ANXU,LON:ANXU,LU1681038326,USA,Akcje - technologia,AMUNDI NASDAQ 100 UCITS ETF USD,Amundi,Accumulating,2010,Luksemburg,Synt.,nie,nie,tak,"0,23%",407,,USD,,,,,,,,,"291,75",USD,"187,4","298,87","97,6%","62,7%"
2025,ANXG,LON:ANXG,LU1681038326,USA,Akcje - technologia,AMUNDI NASDAQ 100 UCITS ETF USD,Amundi,Accumulating,2010,Luksemburg,Synt.,nie,tak,nie,"0,23%",407,,USD,,,,,,,,,"21 596,17",GBX,"14475,26","22759,88","94,9%","63,6%"
2025,4UBI,FRA:4UBI,LU1681038599,USA,Akcje - technologia,AMUNDI NASDAQ-100 SWAP UCITS ETF EUR HEDGED ACC,Amundi,Accumulating,2016,Luksemburg,Synt.,nie,tak,nie,"0,35%",672,,EUR,tak,,,,,,,,,,,,,
2025,NASD,LON:NASD,LU1829221024,USA,Akcje - technologia,AMUNDI NASDAQ 100 UCITS ETF ,Amundi,Accumulating,2001,Luksemburg,Synt.,tak,nie,nie,"0,22%",2 990,,EUR,,,,,,,,,"103,56",USD,"66,09","106,14","97,6%","62,3%"
2020,LYMS,FRA:LYMS,LU1829221024,USA,Akcje - technologia,AMUNDI NASDAQ 100 UCITS ETF ,Amundi,Accumulating,2001,Luksemburg,Synt.,nie,nie,tak,"0,22%",4 491,,EUR,,,,,,,,,,,,,,
2020,UST,EPA:UST,LU1829221024,USA,Akcje - technologia,AMUNDI NASDAQ 100 UCITS ETF ,Amundi,Accumulating,2001,Luksemburg,Synt.,nie,tak,nie,"0,22%",4 491,,EUR,,,,,,,,,"88,45",EUR,"60,25","92,14","96,0%","65,4%"
2025,NADQ,FRA:NADQ,LU2197908721,USA,Akcje - technologia,AMUNDI CORE NASDAQ-100 SWAP UCITS ETF DIST,Amundi,Distributing,2020,Luksemburg,Synt.,nie,tak,nie,"0,22%",945,,USD,,Co 12M,,,"0,6%","0,5%","0,6%","0,7%",,,,,,
2023,AAP3,LON:AAP3,IE00BK5BZS07,USA,Akcje - technologia - lev,LEVERAGE SHARES 3X APPLE ETP SECURITIES,Leverage Shares,Accumulating,2023,Irlandia,Synt.,nie,nie,tak,"3,75%",2,,USD,,,,,,,,,,,,,,
2023,QQQ5,LON:QQQ5,XS2399364152,USA,Akcje - technologia - lev,LEVERAGE SHARES 5X LONG US TECH 100 ETP SECURITIES,Leverage Shares,Accumulating,2023,Jersey,Synt.,nie,nie,tak,"6,15%",9,,USD,,,,,,,,,,,,,,
2020,TSLS,LON:TSLS,XS2944886931,USA,Akcje - technologia - short,LEVERAGE SHARES -1X TESLA ETP,Leverage Shares,Accumulating,2020,Jersey,Fizyczna,nie,nie,tak,"0,75%",2,,USD,,,,,,,,,,,,,,
2024,QS5S,LON:QS5S,XS2771611840,USA,Akcje - technologia - short - lev,WISDOMTREE QS100 5X DAILY SHORT,WisdomTree,Accumulating,2024,Jersey,Synt.,nie,nie,tak,"0,70%",,,USD,,,,,,,,,,,,,,
2025,USIQ,FRA:USIQ,IE000AXUR1L9,USA,Akcje - tematyczne,AI-ENHANCED US EQUITIES UCITS ETF (DIST),ETF Willow,Distributing,2025,Irlandia,Fizyczna,nie,tak,nie,"0,65%",,,USD,,Co 12M,,,,,,,,,,,,
2025,LESU,FRA:LESU,IE000OJ31JQ4,USA,Akcje - tematyczne,FIRST TRUST VEST U.S. EQUITY MODERATE BUFFER UCITS ETF - NOVEMBER CLASS A ACCUMULATION,First Trust,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,85%",42,,USD,,,,,,,,,,,,,,
2025,FTGN,FRA:FTGN,IE000OJ31JQ4,USA,Akcje - tematyczne,FIRST TRUST VEST U.S. EQUITY MODERATE BUFFER UCITS ETF - NOVEMBER CLASS A ACCUMULATION,First Trust,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,85%",42,,USD,,,,,,,,,,,,,,
2021,IUCS,LON:IUCS,IE00B40B8R38,USA,Akcje - tematyczne,ISHARES S&P 500 CONS STAPLES SEC UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,nie,"0,15%",323,39,USD,,,,,,,,,"9,18",USD,"8,68","9,79","93,8%","88,7%"
2023,2B7D,FRA:2B7D,IE00B40B8R38,USA,Akcje - tematyczne,ISHARES S&P 500 CONS STAPLES SEC UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,tak,"0,15%",323,39,USD,,,,,,,,,,,,,,
2020,IUUS,LON:IUUS,IE00B4KBBD01,USA,Akcje - tematyczne,ISHARES S&P500 UTILITIES UCITS ,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,nie,"0,15%",601,32,USD,,,,,,,,,"10,37",USD,"8,61","11,46","90,5%","75,1%"
2020,2B7A,FRA:2B7A,IE00B4KBBD01,USA,Akcje - tematyczne,ISHARES S&P500 UTILITIES UCITS ,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,tak,"0,15%",601,32,USD,,,,,,,,,,,,,,
2020,IUCD,LON:IUCD,IE00B4MCHD36,USA,Akcje - tematyczne,ISHARESS&P500 CONS DISCR SECTOR UCITS ETF USD,iShares,Accumulating,2015,Irlandia,Fizyczna,tak,tak,tak,"0,15%",643,52,USD,,,,,,,,,"16,89",USD,"11,87","17,26","97,9%","68,8%"
2025,ICDU,LON:ICDU,IE00B4MCHD36,USA,Akcje - tematyczne,ISHARESS&P500 CONS DISCR SECTOR UCITS ETF USD,iShares,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",643,52,USD,,,,,,,,,"1 252,23",GBX,914,1331,"94,1%","68,7%"
2020,IUCM,LON:IUCM,IE00BDDRF478,USA,Akcje - tematyczne,ISHARES S&P 500 COMMUNICATION SECTOR USD ,iShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,nie,"0,15%",710,25,USD,,,,,,,,,"14,13",USD,"9,35","14,41","98,1%","64,9%"
2020,IU5C,FRA:IU5C,IE00BDDRF478,USA,Akcje - tematyczne,ISHARES S&P 500 COMMUNICATION SECTOR,iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,15%",710,25,USD,,,,,,,,,,,,,,
2020,ZPDK,FRA:ZPDK,IE00BFWFPX50,USA,Akcje - tematyczne,SPDR S&P U.S. COMMUNICATION SERVICES SELECT SECTOR UCITS,State Street,Accumulating,2018,Irlandia,Fizyczna,tak,tak,tak,"0,15%",334,24,USD,,,,,,,,,,,,,,
2022,XLCS,LON:XLCS,IE00BG7PP820,USA,Akcje - tematyczne,INVESCO COMMUNICATIONS S&P US SELECT SECTOR UCITS ETF A,Invesco,Accumulating,2018,Irlandia,Synt.,tak,tak,nie,"0,14%",136,,USD,,,,,,,,,"99,55",USD,"72,36","108,74","91,5%","66,5%"
2020,XUCS,FRA:XUCS,IE00BGQYRQ28,USA,Akcje - tematyczne,XTRACKERS MSCI USA CONSUMER STAPLES UCITS ETF,Xtrackers,Distributing,2017,Irlandia,Fizyczna,nie,tak,tak,"0,12%",129,37,USD,,Co 12M,"3,0%","2,8%","2,5%","3,1%","2,0%","2,5%",,,,,,
